output_table	column	type	source_table	source_columns	join_keys	transform	window	leakage_note
train_user_day_nowcast	cbt_sessions_lag1	float	derived(user_id time-series)	cbt_sessions_today OR daily_checkin.cbt_sessions_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	cbt_sessions_lag1 = shift(cbt_sessions_today,1)	lag(1 day, same user)	
train_user_day_nowcast	cbt_sessions_mean_7d	float	derived(user_id time-series)	cbt_sessions_today OR daily_checkin.cbt_sessions_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	cbt_sessions_mean_7d = mean(shift(cbt_sessions_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	
train_user_day_nowcast	cbt_sessions_std_7d	float	derived(user_id time-series)	cbt_sessions_today OR daily_checkin.cbt_sessions_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	cbt_sessions_std_7d = std(shift(cbt_sessions_today,1) over past 7d)	rolling 7 days excluding today (min 2)	
train_user_day_nowcast	cbt_sessions_misscnt_7d	float	derived(user_id time-series)	cbt_sessions_today OR daily_checkin.cbt_sessions_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	cbt_sessions_misscnt_7d = count(isnull(shift(cbt_sessions_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	cbt_sessions_days_7d	float	derived(user_id time-series)	cbt_sessions_today OR daily_checkin.cbt_sessions_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	cbt_sessions_days_7d = count(notnull(shift(cbt_sessions_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	belief_drop_mean_lag1	float	derived(user_id time-series)	belief_drop_mean_today OR daily_checkin.belief_drop_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	belief_drop_mean_lag1 = shift(belief_drop_mean_today,1)	lag(1 day, same user)	
train_user_day_nowcast	belief_drop_mean_mean_7d	float	derived(user_id time-series)	belief_drop_mean_today OR daily_checkin.belief_drop_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	belief_drop_mean_mean_7d = mean(shift(belief_drop_mean_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	
train_user_day_nowcast	belief_drop_mean_std_7d	float	derived(user_id time-series)	belief_drop_mean_today OR daily_checkin.belief_drop_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	belief_drop_mean_std_7d = std(shift(belief_drop_mean_today,1) over past 7d)	rolling 7 days excluding today (min 2)	
train_user_day_nowcast	belief_drop_mean_misscnt_7d	float	derived(user_id time-series)	belief_drop_mean_today OR daily_checkin.belief_drop_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	belief_drop_mean_misscnt_7d = count(isnull(shift(belief_drop_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	belief_drop_mean_days_7d	float	derived(user_id time-series)	belief_drop_mean_today OR daily_checkin.belief_drop_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	belief_drop_mean_days_7d = count(notnull(shift(belief_drop_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	emotion_drop_mean_lag1	float	derived(user_id time-series)	emotion_drop_mean_today OR daily_checkin.emotion_drop_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	emotion_drop_mean_lag1 = shift(emotion_drop_mean_today,1)	lag(1 day, same user)	
train_user_day_nowcast	emotion_drop_mean_mean_7d	float	derived(user_id time-series)	emotion_drop_mean_today OR daily_checkin.emotion_drop_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	emotion_drop_mean_mean_7d = mean(shift(emotion_drop_mean_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	
train_user_day_nowcast	emotion_drop_mean_std_7d	float	derived(user_id time-series)	emotion_drop_mean_today OR daily_checkin.emotion_drop_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	emotion_drop_mean_std_7d = std(shift(emotion_drop_mean_today,1) over past 7d)	rolling 7 days excluding today (min 2)	
train_user_day_nowcast	emotion_drop_mean_misscnt_7d	float	derived(user_id time-series)	emotion_drop_mean_today OR daily_checkin.emotion_drop_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	emotion_drop_mean_misscnt_7d = count(isnull(shift(emotion_drop_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	emotion_drop_mean_days_7d	float	derived(user_id time-series)	emotion_drop_mean_today OR daily_checkin.emotion_drop_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	emotion_drop_mean_days_7d = count(notnull(shift(emotion_drop_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	reframe_quality_mean_lag1	float	derived(user_id time-series)	reframe_quality_mean_today OR daily_checkin.reframe_quality_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	reframe_quality_mean_lag1 = shift(reframe_quality_mean_today,1)	lag(1 day, same user)	
train_user_day_nowcast	reframe_quality_mean_mean_7d	float	derived(user_id time-series)	reframe_quality_mean_today OR daily_checkin.reframe_quality_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	reframe_quality_mean_mean_7d = mean(shift(reframe_quality_mean_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	
train_user_day_nowcast	reframe_quality_mean_std_7d	float	derived(user_id time-series)	reframe_quality_mean_today OR daily_checkin.reframe_quality_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	reframe_quality_mean_std_7d = std(shift(reframe_quality_mean_today,1) over past 7d)	rolling 7 days excluding today (min 2)	
train_user_day_nowcast	reframe_quality_mean_misscnt_7d	float	derived(user_id time-series)	reframe_quality_mean_today OR daily_checkin.reframe_quality_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	reframe_quality_mean_misscnt_7d = count(isnull(shift(reframe_quality_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	reframe_quality_mean_days_7d	float	derived(user_id time-series)	reframe_quality_mean_today OR daily_checkin.reframe_quality_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	reframe_quality_mean_days_7d = count(notnull(shift(reframe_quality_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	homework_commitment_mean_lag1	float	derived(user_id time-series)	homework_commitment_mean_today OR daily_checkin.homework_commitment_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	homework_commitment_mean_lag1 = shift(homework_commitment_mean_today,1)	lag(1 day, same user)	
train_user_day_nowcast	homework_commitment_mean_mean_7d	float	derived(user_id time-series)	homework_commitment_mean_today OR daily_checkin.homework_commitment_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	homework_commitment_mean_mean_7d = mean(shift(homework_commitment_mean_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	
train_user_day_nowcast	homework_commitment_mean_std_7d	float	derived(user_id time-series)	homework_commitment_mean_today OR daily_checkin.homework_commitment_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	homework_commitment_mean_std_7d = std(shift(homework_commitment_mean_today,1) over past 7d)	rolling 7 days excluding today (min 2)	
train_user_day_nowcast	homework_commitment_mean_misscnt_7d	float	derived(user_id time-series)	homework_commitment_mean_today OR daily_checkin.homework_commitment_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	homework_commitment_mean_misscnt_7d = count(isnull(shift(homework_commitment_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	homework_commitment_mean_days_7d	float	derived(user_id time-series)	homework_commitment_mean_today OR daily_checkin.homework_commitment_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	homework_commitment_mean_days_7d = count(notnull(shift(homework_commitment_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	distortion_total_mean_lag1	float	derived(user_id time-series)	distortion_total_mean_today OR daily_checkin.distortion_total_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	distortion_total_mean_lag1 = shift(distortion_total_mean_today,1)	lag(1 day, same user)	
train_user_day_nowcast	distortion_total_mean_mean_7d	float	derived(user_id time-series)	distortion_total_mean_today OR daily_checkin.distortion_total_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	distortion_total_mean_mean_7d = mean(shift(distortion_total_mean_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	
train_user_day_nowcast	distortion_total_mean_std_7d	float	derived(user_id time-series)	distortion_total_mean_today OR daily_checkin.distortion_total_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	distortion_total_mean_std_7d = std(shift(distortion_total_mean_today,1) over past 7d)	rolling 7 days excluding today (min 2)	
train_user_day_nowcast	distortion_total_mean_misscnt_7d	float	derived(user_id time-series)	distortion_total_mean_today OR daily_checkin.distortion_total_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	distortion_total_mean_misscnt_7d = count(isnull(shift(distortion_total_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	distortion_total_mean_days_7d	float	derived(user_id time-series)	distortion_total_mean_today OR daily_checkin.distortion_total_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	distortion_total_mean_days_7d = count(notnull(shift(distortion_total_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	challenges_lag1	float	derived(user_id time-series)	challenges_today OR daily_checkin.challenges_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenges_lag1 = shift(challenges_today,1)	lag(1 day, same user)	
train_user_day_nowcast	challenges_mean_7d	float	derived(user_id time-series)	challenges_today OR daily_checkin.challenges_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenges_mean_7d = mean(shift(challenges_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	
train_user_day_nowcast	challenges_std_7d	float	derived(user_id time-series)	challenges_today OR daily_checkin.challenges_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenges_std_7d = std(shift(challenges_today,1) over past 7d)	rolling 7 days excluding today (min 2)	
train_user_day_nowcast	challenges_misscnt_7d	float	derived(user_id time-series)	challenges_today OR daily_checkin.challenges_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenges_misscnt_7d = count(isnull(shift(challenges_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	challenges_days_7d	float	derived(user_id time-series)	challenges_today OR daily_checkin.challenges_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenges_days_7d = count(notnull(shift(challenges_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	challenge_completed_rate_lag1	float	derived(user_id time-series)	challenge_completed_rate_today OR daily_checkin.challenge_completed_rate_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_completed_rate_lag1 = shift(challenge_completed_rate_today,1)	lag(1 day, same user)	
train_user_day_nowcast	challenge_completed_rate_mean_7d	float	derived(user_id time-series)	challenge_completed_rate_today OR daily_checkin.challenge_completed_rate_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_completed_rate_mean_7d = mean(shift(challenge_completed_rate_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	
train_user_day_nowcast	challenge_completed_rate_std_7d	float	derived(user_id time-series)	challenge_completed_rate_today OR daily_checkin.challenge_completed_rate_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_completed_rate_std_7d = std(shift(challenge_completed_rate_today,1) over past 7d)	rolling 7 days excluding today (min 2)	
train_user_day_nowcast	challenge_completed_rate_misscnt_7d	float	derived(user_id time-series)	challenge_completed_rate_today OR daily_checkin.challenge_completed_rate_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_completed_rate_misscnt_7d = count(isnull(shift(challenge_completed_rate_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	challenge_completed_rate_days_7d	float	derived(user_id time-series)	challenge_completed_rate_today OR daily_checkin.challenge_completed_rate_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_completed_rate_days_7d = count(notnull(shift(challenge_completed_rate_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	challenge_helpfulness_mean_lag1	float	derived(user_id time-series)	challenge_helpfulness_mean_today OR daily_checkin.challenge_helpfulness_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_helpfulness_mean_lag1 = shift(challenge_helpfulness_mean_today,1)	lag(1 day, same user)	
train_user_day_nowcast	challenge_helpfulness_mean_mean_7d	float	derived(user_id time-series)	challenge_helpfulness_mean_today OR daily_checkin.challenge_helpfulness_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_helpfulness_mean_mean_7d = mean(shift(challenge_helpfulness_mean_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	
train_user_day_nowcast	challenge_helpfulness_mean_std_7d	float	derived(user_id time-series)	challenge_helpfulness_mean_today OR daily_checkin.challenge_helpfulness_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_helpfulness_mean_std_7d = std(shift(challenge_helpfulness_mean_today,1) over past 7d)	rolling 7 days excluding today (min 2)	
train_user_day_nowcast	challenge_helpfulness_mean_misscnt_7d	float	derived(user_id time-series)	challenge_helpfulness_mean_today OR daily_checkin.challenge_helpfulness_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_helpfulness_mean_misscnt_7d = count(isnull(shift(challenge_helpfulness_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	challenge_helpfulness_mean_days_7d	float	derived(user_id time-series)	challenge_helpfulness_mean_today OR daily_checkin.challenge_helpfulness_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_helpfulness_mean_days_7d = count(notnull(shift(challenge_helpfulness_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	challenge_completion_quality_mean_lag1	float	derived(user_id time-series)	challenge_completion_quality_mean_today OR daily_checkin.challenge_completion_quality_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_completion_quality_mean_lag1 = shift(challenge_completion_quality_mean_today,1)	lag(1 day, same user)	
train_user_day_nowcast	challenge_completion_quality_mean_mean_7d	float	derived(user_id time-series)	challenge_completion_quality_mean_today OR daily_checkin.challenge_completion_quality_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_completion_quality_mean_mean_7d = mean(shift(challenge_completion_quality_mean_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	
train_user_day_nowcast	challenge_completion_quality_mean_std_7d	float	derived(user_id time-series)	challenge_completion_quality_mean_today OR daily_checkin.challenge_completion_quality_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_completion_quality_mean_std_7d = std(shift(challenge_completion_quality_mean_today,1) over past 7d)	rolling 7 days excluding today (min 2)	
train_user_day_nowcast	challenge_completion_quality_mean_misscnt_7d	float	derived(user_id time-series)	challenge_completion_quality_mean_today OR daily_checkin.challenge_completion_quality_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_completion_quality_mean_misscnt_7d = count(isnull(shift(challenge_completion_quality_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	challenge_completion_quality_mean_days_7d	float	derived(user_id time-series)	challenge_completion_quality_mean_today OR daily_checkin.challenge_completion_quality_mean_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	challenge_completion_quality_mean_days_7d = count(notnull(shift(challenge_completion_quality_mean_today,1)) over past 7d)	rolling 7 days excluding today	
train_user_day_nowcast	mood_lag1	float	derived(user_id time-series)	mood_today OR daily_checkin.mood_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	mood_lag1 = shift(mood_today,1)	lag(1 day, same user)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	mood_mean_7d	float	derived(user_id time-series)	mood_today OR daily_checkin.mood_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	mood_mean_7d = mean(shift(mood_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	mood_std_7d	float	derived(user_id time-series)	mood_today OR daily_checkin.mood_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	mood_std_7d = std(shift(mood_today,1) over past 7d)	rolling 7 days excluding today (min 2)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	mood_misscnt_7d	float	derived(user_id time-series)	mood_today OR daily_checkin.mood_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	mood_misscnt_7d = count(isnull(shift(mood_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	mood_days_7d	float	derived(user_id time-series)	mood_today OR daily_checkin.mood_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	mood_days_7d = count(notnull(shift(mood_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	anxiety_lag1	float	derived(user_id time-series)	anxiety_today OR daily_checkin.anxiety_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	anxiety_lag1 = shift(anxiety_today,1)	lag(1 day, same user)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	anxiety_mean_7d	float	derived(user_id time-series)	anxiety_today OR daily_checkin.anxiety_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	anxiety_mean_7d = mean(shift(anxiety_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	anxiety_std_7d	float	derived(user_id time-series)	anxiety_today OR daily_checkin.anxiety_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	anxiety_std_7d = std(shift(anxiety_today,1) over past 7d)	rolling 7 days excluding today (min 2)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	anxiety_misscnt_7d	float	derived(user_id time-series)	anxiety_today OR daily_checkin.anxiety_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	anxiety_misscnt_7d = count(isnull(shift(anxiety_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	anxiety_days_7d	float	derived(user_id time-series)	anxiety_today OR daily_checkin.anxiety_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	anxiety_days_7d = count(notnull(shift(anxiety_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	stress_lag1	float	derived(user_id time-series)	stress_today OR daily_checkin.stress_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	stress_lag1 = shift(stress_today,1)	lag(1 day, same user)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	stress_mean_7d	float	derived(user_id time-series)	stress_today OR daily_checkin.stress_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	stress_mean_7d = mean(shift(stress_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	stress_std_7d	float	derived(user_id time-series)	stress_today OR daily_checkin.stress_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	stress_std_7d = std(shift(stress_today,1) over past 7d)	rolling 7 days excluding today (min 2)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	stress_misscnt_7d	float	derived(user_id time-series)	stress_today OR daily_checkin.stress_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	stress_misscnt_7d = count(isnull(shift(stress_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	stress_days_7d	float	derived(user_id time-series)	stress_today OR daily_checkin.stress_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	stress_days_7d = count(notnull(shift(stress_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	energy_lag1	float	derived(user_id time-series)	energy_today OR daily_checkin.energy_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	energy_lag1 = shift(energy_today,1)	lag(1 day, same user)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	energy_mean_7d	float	derived(user_id time-series)	energy_today OR daily_checkin.energy_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	energy_mean_7d = mean(shift(energy_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	energy_std_7d	float	derived(user_id time-series)	energy_today OR daily_checkin.energy_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	energy_std_7d = std(shift(energy_today,1) over past 7d)	rolling 7 days excluding today (min 2)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	energy_misscnt_7d	float	derived(user_id time-series)	energy_today OR daily_checkin.energy_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	energy_misscnt_7d = count(isnull(shift(energy_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	energy_days_7d	float	derived(user_id time-series)	energy_today OR daily_checkin.energy_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	energy_days_7d = count(notnull(shift(energy_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	concentration_lag1	float	derived(user_id time-series)	concentration_today OR daily_checkin.concentration_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	concentration_lag1 = shift(concentration_today,1)	lag(1 day, same user)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	concentration_mean_7d	float	derived(user_id time-series)	concentration_today OR daily_checkin.concentration_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	concentration_mean_7d = mean(shift(concentration_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	concentration_std_7d	float	derived(user_id time-series)	concentration_today OR daily_checkin.concentration_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	concentration_std_7d = std(shift(concentration_today,1) over past 7d)	rolling 7 days excluding today (min 2)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	concentration_misscnt_7d	float	derived(user_id time-series)	concentration_today OR daily_checkin.concentration_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	concentration_misscnt_7d = count(isnull(shift(concentration_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	concentration_days_7d	float	derived(user_id time-series)	concentration_today OR daily_checkin.concentration_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	concentration_days_7d = count(notnull(shift(concentration_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	irritability_lag1	float	derived(user_id time-series)	irritability_today OR daily_checkin.irritability_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	irritability_lag1 = shift(irritability_today,1)	lag(1 day, same user)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	irritability_mean_7d	float	derived(user_id time-series)	irritability_today OR daily_checkin.irritability_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	irritability_mean_7d = mean(shift(irritability_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	irritability_std_7d	float	derived(user_id time-series)	irritability_today OR daily_checkin.irritability_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	irritability_std_7d = std(shift(irritability_today,1) over past 7d)	rolling 7 days excluding today (min 2)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	irritability_misscnt_7d	float	derived(user_id time-series)	irritability_today OR daily_checkin.irritability_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	irritability_misscnt_7d = count(isnull(shift(irritability_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	irritability_days_7d	float	derived(user_id time-series)	irritability_today OR daily_checkin.irritability_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	irritability_days_7d = count(notnull(shift(irritability_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	rumination_lag1	float	derived(user_id time-series)	rumination_today OR daily_checkin.rumination_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	rumination_lag1 = shift(rumination_today,1)	lag(1 day, same user)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	rumination_mean_7d	float	derived(user_id time-series)	rumination_today OR daily_checkin.rumination_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	rumination_mean_7d = mean(shift(rumination_today,1) over past 7d)	rolling 7 days excluding today (t-1..t-7)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	rumination_std_7d	float	derived(user_id time-series)	rumination_today OR daily_checkin.rumination_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	rumination_std_7d = std(shift(rumination_today,1) over past 7d)	rolling 7 days excluding today (min 2)	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	rumination_misscnt_7d	float	derived(user_id time-series)	rumination_today OR daily_checkin.rumination_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	rumination_misscnt_7d = count(isnull(shift(rumination_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
train_user_day_nowcast	rumination_days_7d	float	derived(user_id time-series)	rumination_today OR daily_checkin.rumination_0_10 OR sleep/activity/cbt/challenge day agg	user_id,date	rumination_days_7d = count(notnull(shift(rumination_today,1)) over past 7d)	rolling 7 days excluding today	dep/anx proxy 타깃과 동기간 체크인 값은 누수; 여기서는 과거 7일(전일까지)만 사용
